| epoch   4 | step    700 | train loss    0.003 | train acc    100.0%
| epoch   4 | step    800 | train loss    0.002 | train acc    100.0%
| epoch   4 | step    900 | train loss    0.002 | train acc    100.0%
| epoch   4 | step   1000 | train loss    0.002 | train acc    100.0%
| eval in epoch   4 | val loss:    0.052 | val acc:     98.4%
| epoch   4 | step   1100 | train loss    0.020 | train acc    100.0%
| epoch   4 | step   1200 | train loss    0.045 | train acc     96.9%
| epoch   4 | step   1300 | train loss    0.000 | train acc    100.0%
| epoch   4 | step   1400 | train loss    0.002 | train acc    100.0%
| epoch   4 | step   1500 | train loss    0.013 | train acc    100.0%
| epoch   4 | step   1600 | train loss    0.009 | train acc    100.0%
| epoch   4 | step   1700 | train loss    0.000 | train acc    100.0%
| epoch   4 | step   1800 | train loss    0.002 | train acc    100.0%
| epoch   4 | step   1900 | train loss    0.031 | train acc     96.9%
| epoch   4 | step   2000 | train loss    0.001 | train acc    100.0%
| eval in epoch   4 | val loss:    0.054 | val acc:     98.5%
| epoch   4 | step   2100 | train loss    0.000 | train acc    100.0%
| epoch   4 | step   2200 | train loss    0.066 | train acc     96.9%
| epoch   4 | step   2300 | train loss    0.007 | train acc    100.0%
| epoch   4 | step   2400 | train loss    0.000 | train acc    100.0%
| epoch   4 | step   2500 | train loss    0.004 | train acc    100.0%
| epoch   4 | step   2600 | train loss    0.000 | train acc    100.0%
| epoch   4 | step   2700 | train loss    0.031 | train acc     96.9%
| epoch   4 | step   2800 | train loss    0.050 | train acc     96.9%
